"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC","combined cycle","date"
3.06458904404349,3.7001910199203,4.772785126926,0,5.04400000000001,-1.30869230769231,7.1523250551992,0.52635,NA,1989-04-01
3.13145029710805,3.83796602481821,5.09741336619511,8.5265128291212e-14,5.04738461538463,-1.53415384615387,4.84317938791463,0.079536,NA,1989-07-01
3.35707726497984,4.1401149547124,5.61841849889774,-1.4210854715202e-14,5.37777777777778,-1.45891330891331,6.05059928723411,0.90007,NA,1989-10-01
3.78378772925545,4.65438951334531,6.39757754483145,1.4210854715202e-14,5.90555555555557,-1.24209085933225,8.90563192528696,1.5909,NA,1990-01-01
3.80219225132905,4.75909262484454,6.79673745536235,5.6843418860808e-14,6.69310344827585,-0.855295566502463,12.9926528171802,1.8912,NA,1990-04-01
3.25368378961159,4.2768503641944,6.60551719092999,0.880562858989379,7.10137931034483,-0.861913236929951,13.893013447672,2.4354,NA,1990-07-01
2.66331384374394,3.72923741187793,6.33575577050023,1.21879104294683,6.91870967741934,-1.37907258064516,8.87261413541642,3.3188,NA,1990-10-01
1.89244111582485,2.97046497605425,5.82152651824745,0.0148508652788166,6.65685483870966,-1.89519794721406,6.07339785589182,3.7985,NA,1991-01-01
1.87349963221678,2.95647901099181,6.06177634822205,0.477460208568516,6.1494318181818,-2.55235628342245,4.93817232832815,4.0969,NA,1991-04-01
1.41684262977705,2.4841111417463,5.82003100921608,0.501379591855425,6.39714795008911,-2.47265087853322,5.85817883381928,4.1377,NA,1991-07-01
0.860279711410271,1.88835087676719,5.41676087699116,1.40632704553758,6.16252100840336,-2.82403361344538,7.40716327128108,3.8797,NA,1991-10-01
0.955677592933796,1.94334532302025,5.67163604300396,0.499120273913348,5.7657142857143,-3.27135135135137,5.04866686382761,4.109,NA,1992-01-01
-0.50814795078071,0.38777148718674,4.1910499503349,0.823810077154121,6.02792792792792,-3.0888335704125,6.03652899161957,3.9761,NA,1992-04-01
-0.547792413019096,0.252883601936588,4.11190217549364,1.69208848315543,4.55163584637268,-4.44737936316884,3.62179716575428,3.6226,NA,1992-07-01
-1.44647429163319,-0.771081547529747,3.04516833406672,0.693533040541922,4.47692307692307,-4.40678137651821,1.20886629840827,3.26,NA,1992-10-01
-2.53212105991292,-2.01679270791263,1.62815761538548,0.598110238730214,3.41243589743593,-5.23739212007504,2.85328940649085,2.8114,NA,1993-01-01
-1.98441943844105,-1.60813673845811,1.88145643545874,-0.127143746477941,1.99451219512196,-6.27491289198608,-0.885835895527788,2.3308,NA,1993-04-01
-2.70126860206031,-2.48267183492402,0.749543137120895,1.23285589358952,2.24773519163762,-5.70611781865327,0.737037019321077,1.9821,NA,1993-07-01
-2.33460861961748,-2.25522893550396,0.719517079420058,-1.22663716807295,1.11306755260244,-6.42496224705528,2.31134608423073,1.713,NA,1993-10-01
-3.26832511420963,-3.35124895461414,-0.764168253423094,-2.17388398306827,1.08033826638479,-6.07519379844962,0.648960711660738,1.6294,-0.709054125010064,1994-01-01
-3.4620492452751,-3.70520816244047,-1.56853729468841,-2.4535291702916,-0.409999999999997,-7.05430171277996,0.404146559988057,1.3767,-2.9748009997769,1994-04-01
-4.17905844093207,-4.5966499042292,-3.03144350772658,-1.66628509882841,-1.22338164251204,-7.31343200740056,-2.3890420633335,0.75789,-4.11062690629954,1994-07-01
-5.05855138237823,-5.66943446438364,-4.82306964444376,-1.75323208310624,-2.69981498612395,-8.12800647548568,-2.45124726247816,0.2227,-5.54202771292282,1994-10-01
-5.08899735969197,-5.88318608298633,-5.81716375966002,-3.57719558383553,-4.51090425531916,-9.14646113764653,-6.34593436931384,-0.10197,-5.29324030703404,1995-01-01
-4.12024987095486,-5.05363471218465,-5.71264384276816,-4.97799397777993,-5.52840136054422,-9.33298469387753,-6.41629315143618,-0.34448,-5.01077736291784,1995-04-01
-4.61275347219939,-5.68864725522954,-7.17208215304709,-4.36161940808782,-5.44791836734694,-8.49459303721488,-1.39293926466096,-0.28189,-4.91061496859736,1995-07-01
-3.94407147527053,-5.12765584238542,-7.40208678556218,-3.28233727491894,-6.93741176470587,-9.14125791855204,-1.65837220654982,-0.11599,-4.57733120811586,1995-10-01
-3.4013009368758,-4.66186345676724,-7.69727659420798,-0.374184919421793,-7.19962292609353,-8.59951336122256,-4.2254412922067,-0.055379,-3.57245719602624,1996-01-01
-2.81142771504452,-4.11724547322822,-7.86814824328849,1.59073849368917,-7.52953555878085,-8.15447508466377,-0.76341885551863,-0.012102,-3.50183738459763,1996-04-01
-2.35696697394738,-3.68173793883642,-8.10905030642883,0.943685975405373,-7.73731656184486,-7.62477606251193,-0.838690648365786,0.13453,-3.30893144519677,1996-07-01
-1.86102768661391,-3.17838640870895,-8.22975587876272,0.636227756343487,-8.01771043771043,-7.19533189033191,-0.727400802493038,0.13878,-3.2912413346129,1996-10-01
-1.66278869152208,-2.95771264239445,-8.60971119442132,0.536178985809443,-8.18012987012986,-6.68347915242654,-0.805969749210472,0.22411,-2.23430138211356,1997-01-01
0.45152042059533,-0.744189570388102,-6.72615538195214,0.562987990547356,-8.60526315789474,-6.44419237749545,-1.10891857282113,0.43521,-0.731622422348462,1997-04-01
0.772644375180192,-0.307714503659042,-6.54780307278244,3.71577874639593,-6.76019358741684,-4.13611000030761,2.73317440544808,0.71948,-0.0831674608360794,1997-07-01
1.01209417506843,0.057886247825536,-6.37433583632352,3.9943173074042,-6.62092343658679,-3.57630040911749,5.95060278393889,0.76824,-0.667413336198229,1997-10-01
