"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC","combined cycle","date"
"88",-3.55504651334999,-3.19846110115981,-13.4873392510532,-6.67730732207087,-15.9439001264222,-12.8272111417926,-4.07071532445808,-0.67115,-4.592309084184,2011-01-01
"89",-3.59185200821274,-3.34897971975495,-14.0845241867312,-8.59376374679961,-16.882580344667,-13.1131710576943,-4.18796216927129,-1.1784,-7.61785818324961,2011-04-01
"90",-2.18193317003094,-2.01363351296871,-13.0203717328967,-7.32055390755563,-16.1450495804729,-11.777217706936,-0.730843403835206,-1.3491,-8.20401797473992,2011-07-01
"91",-1.56562042230692,-1.45546457244848,-12.6561208536096,-2.85707677210723,-16.1063868065967,-11.1622434936378,0.183329159373858,-1.4973,-6.8940491777,2011-10-01
"92",-1.35769437690907,-1.30067669062767,-12.670461306452,1.88702274700353,-16.453050397878,-10.9374424912707,-0.483575579287602,-1.6018,-5.92493553225725,2012-01-01
"93",-0.361676991712471,-0.325310077538887,-11.7192296725501,2.35441954145807,-15.81938287701,-9.77814395640917,-0.338863479895764,-1.5469,-5.32985187892076,2012-04-01
"94",-0.0369988221775657,-0.00988219551121006,-11.3691923143727,2.58436876163667,-15.7845890898732,-9.23668993020938,0.115540361437718,-1.5757,-4.6537685606642,2012-07-01
"95",0.0635013970525762,0.0856182352428903,-11.2098842573562,-0.892520638888698,-15.9421008403362,-8.89778179040211,-0.392530657692916,-1.5796,-4.38024466808343,2012-10-01
"96",0.302314989918102,0.328263119556524,-10.8529947056636,-0.12330154958056,-15.8988154269973,-8.37612654111908,-0.448156716275913,-1.5739,-4.84582762733457,2013-01-01
"97",1.20597482425516,1.26657206219561,-9.64815835592971,-1.20518569296954,-14.984175585964,-7.03585408811684,0.0746607974575138,-1.4691,-4.55743296549304,2013-04-01
"98",1.42177675294437,1.52497914029912,-9.06156802625989,-2.27808571842814,-14.6777289084366,-6.3298616037456,0.454786938544891,-1.3889,-3.9627201891838,2013-07-01
"99",1.40262866739656,1.54791654579579,-8.68219001134806,-7.65857921795519,-14.5727773406766,-5.84234775767113,-0.050984038833171,-1.446,-3.79403184829845,2013-10-01
"100",0.796357373936971,0.963019826820158,-8.97193212236951,-11.3103848379722,-15.1469806451613,-6.02334777265747,-0.481884622350005,-1.4736,-4.48061589162296,2014-01-01
"101",1.09332044252918,1.2898911006242,-8.2867244075252,-13.102948595338,-14.7327238095238,-5.24458132733407,-0.551178604940605,-1.3164,-5.30622348155901,2014-04-01
"102",0.267009911877437,0.464742940164186,-8.8551574518244,-11.7589472533479,-15.5888388951381,-5.71413573303337,-0.400685954540081,-1.3628,-5.24361523008075,2014-07-01
"103",-3.03771185534002,-2.95009159705268,-12.4984270195986,-15.1048322852278,-19.6136687992126,-9.20839017579199,-2.79386532836312,-1.7145,-5.53412404080655,2014-10-01
"104",-1.53458614326387,-1.50929710974394,-11.102147330521,-9.84087135700167,-18.5693313953489,-7.68996953264758,-2.68110812270378,-1.7721,-8.5506390228014,2015-01-01
"105",-0.938174203951419,-0.954996452516838,-10.5214096121381,-9.09792654826748,-18.3302683363149,-7.00042360267108,0.362166820319714,-1.7664,-6.95439179823125,2015-04-01
"106",-0.440405466174596,-0.481331744576622,-9.95625653611712,-7.04926369472638,-18.0963241338814,-6.3385090482037,-0.142435582797927,-1.7933,-6.15114619904473,2015-07-01
"107",-0.672178030131505,-0.742878460516835,-10.1629554884504,-4.68065233488437,-18.643199167245,-6.44972580653578,-0.433181121736818,-1.6523,-5.63594213334769,2015-10-01
"108",0.276779267339151,0.209741458521151,-9.0192886735381,3.23757816929869,-17.8135110503531,-5.22834265106458,-0.421114035313426,-1.347,-5.48879075713978,2016-01-01
"109",0.469619811837958,0.414910107228479,-8.58601944940962,2.34443088318594,-17.6856806194591,-4.72515742091549,0.201511287836502,-1.0699,-3.72623183905949,2016-04-01
"110",0.933065135724817,0.907858442101073,-7.78511962938973,-2.27926851873193,-17.1714759535655,-3.86554238610867,-0.0914154179323209,-0.86498,-3.55324206643603,2016-07-01
"111",0.563207496460009,0.556594649626149,-7.86683270376555,-6.74664226806964,-17.5440958605664,-3.88923763179237,-0.169412479210622,-0.70283,-3.81312422706328,2016-10-01
"112",1.61399222054501,1.66133397376099,-6.32495011160846,-5.56541467518804,-16.2534456848433,-2.30653924057724,-0.105298791217609,-0.64215,-4.55274544932119,2017-01-01
"113",1.29873682443862,1.38990069641061,-6.18110339788059,-6.50836686848834,-16.3579181212314,-2.12360972535839,0.43442066625148,-0.52484,-3.5568319047669,2017-04-01
