"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC"
"20",0.162642981458519,0.211600977188607,0.0383568873006361,0.0837293797671761,0.205514700266377,0.164096921052001,0.0795953121949264,0.0544628407717564
"21",0.150503957396582,0.205188395025356,0.0379426918310294,0.0782561724352674,0.259273757290146,0.157634869087994,0.0653130947944679,0.0458870621391578
"22",0.150770457131501,0.146827916946775,0.0822531794261542,0.145900126312391,0.106755397732444,0.143527335420482,0.115999442153207,0.107966144877045
"23",0.160233143857465,0.159991316488403,0.076314975677031,0.134682157153113,0.116742005536689,0.153976932296915,0.105915192181616,0.0921442768087683
"24",0.1604604610376,0.155093338454154,0.0780087748849072,0.137831625989404,0.109033168601068,0.151536445780129,0.111842112465547,0.09619407278719
"25",0.161385373038555,0.159261075939798,0.0787264990985426,0.131747722164212,0.113420624912303,0.154565584291478,0.108729000080605,0.0921641204745068
"26",0.148119276156626,0.156471314275041,0.090641484036405,0.125659893843196,0.130924969872525,0.150712274083354,0.102311773816058,0.0951590139167959
"27",0.144045432285766,0.155343010031878,0.09237564145283,0.127118955097074,0.13332440319096,0.149727641003134,0.103094711908145,0.0949702050302125
"28",0.146758245156161,0.15629258057175,0.0909194346539416,0.129780301006787,0.125571390451776,0.150628456723774,0.10296286827496,0.0970867231608498
"29",0.144320949915652,0.15774714845443,0.0941078006408193,0.125241959787959,0.130437597188124,0.152183428723331,0.101201358345091,0.0947597569445943
"30",0.150940882550999,0.155251634766785,0.0893876587719933,0.13136797446804,0.112809548573975,0.149733410173224,0.109136451143396,0.101372439551588
"31",0.152907906728124,0.150224872248962,0.089385766396546,0.135490237588371,0.105497689361117,0.14611509791136,0.11375074443259,0.106627685332929
"32",0.153431173271742,0.150607708630141,0.0892504638036728,0.136078657331655,0.104202446730711,0.14666338643,0.112665216127425,0.107100947674654
"33",0.145660159620922,0.14979260430627,0.0934243108129571,0.136925618828277,0.109412309715101,0.144653601333329,0.111186828783237,0.108944566599906
"34",0.141830445505401,0.149092725514628,0.094829529389255,0.137170120065787,0.110979815645797,0.143266882645603,0.112486039335745,0.110344441897784
"35",0.13889796577892,0.148263340852298,0.0959079308591962,0.138527982395635,0.112134050429962,0.141638538750553,0.113651338903897,0.110978852029539
"36",0.134924546336001,0.146187906471081,0.0980746925993624,0.141135021025854,0.114699652391637,0.13841381250538,0.114814394355104,0.111749974315581
"37",0.130642331350371,0.142860950393933,0.101271637372045,0.143286771047164,0.118461763456465,0.133958351857456,0.116464572479966,0.113053622042599
"38",0.127298790818709,0.139470840437439,0.104654212776024,0.143013793755028,0.122384578732615,0.129797476787451,0.118626928320547,0.114753378372187
"39",0.128460525732782,0.14072570179576,0.102831921014235,0.144315522432806,0.119700934031296,0.130981981987935,0.118168498419891,0.114814914585295
"40",0.134219291107642,0.14152920640843,0.0999517183953881,0.142823019596547,0.109424174997628,0.138269764739179,0.117975623656832,0.115807201098353
"41",0.134787163035515,0.141046971837396,0.0994918501767408,0.143370979501167,0.107640711575637,0.139101743719042,0.118589594400343,0.115970985754159
"42",0.136882608813385,0.142089012476189,0.0971694828650309,0.142987934910945,0.104002390881713,0.142975946620004,0.120493464034084,0.113399159398649
"43",0.133506171358174,0.139944124055745,0.101009224486822,0.145537896007943,0.108339880040841,0.133235929116554,0.121558053798374,0.116868721135548
"44",0.1363379558281,0.143214755551667,0.0979103523645467,0.145170575826076,0.104749276788618,0.13792600485067,0.121049198744059,0.113641880046263
"45",0.138300089652594,0.144790623768787,0.096572636188399,0.144555998166115,0.102456566547642,0.143356793949689,0.117401365522779,0.112565926203994
