"HP","HP3k","HP400k","Hamilton","linear","quad","BN","UC"
"20",0.132619885126001,0.147200300494473,0.152798530396038,0.101850009503379,0.150494292036996,0.145434949842739,0.0859723655412143,0.0836296670591595
"21",0.113877075664336,0.130227905572668,0.164542243109126,0.118296444807676,0.164018957309115,0.122088763295334,0.113832680178309,0.0731159300634351
"22",0.115683868688155,0.132383342578549,0.161227830345431,0.120102727477959,0.16073024339847,0.124134423903853,0.115535720673687,0.0702018429338971
"23",0.119349150765743,0.1354271471387,0.155305748560128,0.120487669662867,0.155048569571545,0.127047255182329,0.118165976720988,0.0691684823977003
"24",0.120630432483661,0.137091724178511,0.153500253493149,0.121881627768955,0.153293921785289,0.128602629354868,0.119451423119107,0.0655479878164602
"25",0.122899033511955,0.139254300748978,0.149553524705497,0.121668054615758,0.149330221304518,0.130630246282144,0.121695026452855,0.0649695923782937
"26",0.123998364336905,0.140720144239886,0.146915471108834,0.122806311559104,0.146643799219453,0.13199810030525,0.12283242908703,0.0640853801435363
"27",0.13583435116576,0.142157649712312,0.125577494514054,0.123932500715897,0.125189964147148,0.135569609944781,0.129411119865988,0.0823273099340604
"28",0.130542292816144,0.141237975119069,0.132213384788637,0.124607849246147,0.13180304541436,0.135602270798494,0.123977796596448,0.0800153852207002
"29",0.135943690397991,0.145124911291479,0.125462809510619,0.122925213498585,0.124788713849086,0.140047854127125,0.123147078536475,0.0825597287886395
"30",0.130359183514422,0.142596981249453,0.131286082900509,0.125278727324553,0.130676504436285,0.137024676797256,0.11995436144761,0.0828234823299112
"31",0.12611674452548,0.139402494175047,0.134884345422788,0.12610721451229,0.134305151375166,0.13295377001727,0.122665107253428,0.0835651727185311
"32",0.117188762919746,0.123739610710438,0.143032121174648,0.126618188221433,0.143446627992297,0.119677079409658,0.125735495887844,0.100562113683935
"33",0.118339178129276,0.126646984098571,0.140170336589416,0.127633142020409,0.140173624610589,0.12219138690589,0.122425465309694,0.102419882336154
"34",0.121016161705057,0.128037136472939,0.130747740774536,0.128974818017328,0.130404988204965,0.124072699219918,0.128920971132436,0.10782548447282
"35",0.121552609534033,0.128669250349116,0.13084424170936,0.12960323885453,0.130437693185433,0.124660381670462,0.126669361133215,0.107563223563852
"36",0.122744189038521,0.129831069396565,0.128189602200223,0.130445885859003,0.12758399517902,0.125962643944863,0.125878476162127,0.109364138219679
"37",0.123585027891616,0.130627568803583,0.126320539890062,0.130905305633022,0.125593146277699,0.126928851552588,0.125558709893349,0.110480850058081
"38",0.125644299319431,0.132511191243797,0.12261675864,0.130806824969319,0.121723802832382,0.129745166460879,0.123947735906905,0.113004220627286
"39",0.125191942343792,0.132021999720178,0.123372503020611,0.130683549782474,0.122477465023501,0.128514405099267,0.124647140714524,0.113090994295652
"40",0.126177241403904,0.133189472547264,0.122011268203686,0.131932932899714,0.120981364511972,0.129832737835211,0.122859907226533,0.113015075371717
"41",0.1272633979855,0.134527250502923,0.120276302707404,0.133494654689953,0.119115532290228,0.131753694439178,0.121048632945004,0.11252053443981
"42",0.127240813574318,0.134148796729983,0.121074550717508,0.132384308463278,0.119895560571388,0.130133429175158,0.121851266232733,0.113271274535634
"43",0.128122894856373,0.135310764079337,0.119919476630117,0.133747293861726,0.118532435580221,0.131491611074658,0.120335331265001,0.112540192652567
"44",0.128580997478779,0.135802240694979,0.119694046358219,0.133624354794019,0.11818306851647,0.131641535133387,0.120025591053752,0.112448165970395
"45",0.129205644570977,0.137082606719205,0.118087412695541,0.136326682863435,0.116225713609362,0.134195180625617,0.117707274987078,0.111169483928785
"46",0.129716306126343,0.137364776345837,0.118663666502107,0.134329156129948,0.116755589157821,0.13322738764771,0.11824753784266,0.111695580247573
"47",0.13025181736728,0.136820849933379,0.120375225095142,0.129619681891766,0.118668930351399,0.130403600837086,0.120281606056452,0.113578288467496
"48",0.130230130398391,0.137799971685699,0.119235019462149,0.132637343327243,0.116932242485506,0.133013779477357,0.11800173222159,0.112149780942065
"49",0.13111519769036,0.138233802956332,0.119880746126625,0.129387972424946,0.117755123781985,0.131511159578001,0.119017396570874,0.113098600870878
"50",0.131437426343612,0.13852809933233,0.120167713618201,0.12872022123291,0.117959433142865,0.13113993499213,0.118958069279107,0.113089102058845
"51",0.130875023239403,0.138579759750141,0.120238840129657,0.129580930566049,0.117749772492498,0.132000392409211,0.118507660541044,0.112467620871997
"52",0.13072892126529,0.138733639101178,0.120478242665739,0.129397358762875,0.117922534311175,0.132096472695901,0.118362628212382,0.11228020298546
"53",0.129909443494486,0.138553922225315,0.120836079524951,0.13039373369566,0.118021868467121,0.133049255923732,0.11783512097098,0.111400575697754
"54",0.126503117630545,0.136033285432364,0.122437706927413,0.131713940117829,0.118955254621099,0.136334000162934,0.11735756255124,0.110665132556576
"55",0.128866500090725,0.137834269779701,0.121514048793123,0.129214353435963,0.118707433813948,0.133813534322857,0.118228018554064,0.111821841209618
"56",0.131665389049781,0.137352026616889,0.1211173845851,0.125177417033452,0.120061414245057,0.127437621296423,0.121356209454257,0.115832537719041
"57",0.130613535633684,0.13716157756849,0.121205273407422,0.126545940187884,0.119816129381782,0.128391908154237,0.120326852229037,0.115938783437463
"58",0.131621493867983,0.138193848094216,0.121239775014575,0.124195935666532,0.119977512387266,0.128219573332385,0.121118994966144,0.115432866670899
"59",0.133003081202256,0.139302792556753,0.121056618190704,0.122241203676741,0.120007904822545,0.127470940376397,0.122243960729666,0.114673498444938
"60",0.134121175378261,0.140242749337344,0.120924885190719,0.121046176581848,0.120032195788254,0.126900256381216,0.122724698984436,0.114007862357922
"61",0.134428520139118,0.140630073465405,0.120891030009963,0.120633514079575,0.120060552630212,0.126714898584692,0.123006024865551,0.113635386225483
"62",0.131737126879283,0.138186080506201,0.121723104466939,0.121914508002263,0.120811851360555,0.127588149341428,0.122923778935838,0.115115400507493
"63",0.1311386684498,0.137524976063869,0.122000622848016,0.122135867653086,0.121089025395368,0.127881468468342,0.123166556037837,0.115062815083683
"64",0.131212272528747,0.137590820978577,0.122038156650166,0.122022269346893,0.121145794999282,0.127942622920427,0.123322844935228,0.114725217640678
"65",0.128897339785745,0.134680589640725,0.122859669679841,0.123279908504941,0.121884137039753,0.128489065009316,0.123531482214495,0.116377808125185
"66",0.128255240011428,0.133705319948528,0.123158172375166,0.123653208562579,0.122179838554142,0.128619546271593,0.123678806847886,0.11674986742868
"67",0.128355794117132,0.133807363371591,0.123082796938104,0.123561215736264,0.12212130566355,0.128600132408035,0.123747714048658,0.116723677716666
"68",0.128461588747661,0.133930569056401,0.12299239103435,0.123486642096564,0.122054869835689,0.128535521732844,0.123763681380526,0.116774736115964
"69",0.128065280159766,0.1333162743051,0.123326093413969,0.123851604597933,0.122357876891906,0.128753047936386,0.123611695662126,0.116718127032815
"70",0.127365821815642,0.13212949931135,0.123978452901481,0.124306429237739,0.123017351139233,0.128905351875161,0.123454240066869,0.116842853652526
"71",0.127744226768069,0.132686002932161,0.123474128480285,0.124019280709572,0.122508342671509,0.128817608122657,0.123657672108946,0.117092738206802
"72",0.127919853249323,0.132795678072472,0.122874681271738,0.12386163821738,0.122040593186519,0.12809697602535,0.124284096833622,0.118126483143595
"73",0.127890610827823,0.132768490881046,0.122904204273356,0.12387057351238,0.122067581540111,0.128128717525307,0.124248094170056,0.118121727269921
"74",0.127030987021754,0.131566340726858,0.123492836946772,0.124125107202439,0.122686147378223,0.128185357731074,0.124009986544842,0.118903236448039
"75",0.126941770330776,0.131391358012705,0.123562075228191,0.124177675862388,0.122753765735918,0.128203483549991,0.124024626593503,0.118945244686528
"76",0.126607066301597,0.130790876727653,0.123990461974594,0.123809150113927,0.123223971403234,0.128163286559397,0.123922114508792,0.119493072410805
"77",0.126884239192361,0.131206933406619,0.123562359931174,0.123964076861554,0.122723411013664,0.128271261853516,0.123787098594034,0.119600619147079
"78",0.126900316323085,0.131221562812938,0.12357459199857,0.123983459273978,0.122735114395813,0.128291236112101,0.123776247351124,0.119517471732391
"79",0.12626865066178,0.129753084174536,0.125083345263474,0.124801379932642,0.124477629588726,0.128083381612091,0.124294229922361,0.117238298844389
"80",0.126423656272107,0.130075095695734,0.124648172243795,0.124520014180601,0.123892770206805,0.128307087034502,0.124139775846657,0.117993428519799
"81",0.125434753555791,0.128802269672458,0.123344221607893,0.124078806110445,0.122514991638297,0.127319622362743,0.12510269459047,0.123402640461903
"82",0.126047343311504,0.129523021296999,0.124305072017765,0.124807266472454,0.123452613652331,0.128251223699406,0.125478209982461,0.118135249567081
"83",0.12626835509434,0.129794055024477,0.123970230631715,0.124475161652377,0.123016763923691,0.128372796200055,0.125224672920805,0.11887796455254
"84",0.126318436369121,0.129845598215758,0.124071819409761,0.124561584598692,0.123118572002127,0.128446372336156,0.125236930888997,0.118400686179389
"85",0.126649722063528,0.130018377659537,0.123132464096993,0.124112138956275,0.12200597277242,0.128399918112712,0.124728970982285,0.12095243535625
"86",0.126696397398963,0.130023046571478,0.122999286853133,0.124071228356282,0.12187160754778,0.128345551430288,0.124799017933428,0.12119386390865
"87",0.127720614529278,0.130931578091369,0.122237161683243,0.123906075689246,0.120931983678087,0.128779934364799,0.123799623616462,0.121693028347517
"88",0.127994189459298,0.131161936597643,0.122027061550831,0.123952266234602,0.120683620161081,0.128882879156731,0.123757288879999,0.121540757959814
"89",0.128139124056986,0.13130860628861,0.121962329321549,0.123976853199467,0.120548767619673,0.129026643314391,0.123660376610823,0.1213772995885
"90",0.128485919892765,0.131705249199985,0.12178080657138,0.123934919759755,0.12021602637602,0.129402706553615,0.123572159383681,0.120902212262799
"91",0.128854610460776,0.132189834993921,0.121627305514839,0.124039481260499,0.119864644565046,0.130022420072394,0.123229748559097,0.120171954573427
"92",0.128518465170377,0.131460493118994,0.121961290062109,0.123749692421599,0.120487448172809,0.128651603731523,0.123917425518733,0.121253581803856
"93",0.128463522988324,0.131212202868039,0.122112487655283,0.123797497939988,0.120710870320498,0.12803522682036,0.124151550749058,0.121516640658451
"94",0.128431392471495,0.131285846506702,0.122142776056809,0.123845692323343,0.12066238873153,0.128206611598551,0.124062610483006,0.121362681828564
"95",0.127777417047159,0.131040143158645,0.122442319745954,0.124236752378689,0.120744991415271,0.12939803636021,0.123341034877713,0.121019305016359
"96",0.126894473479101,0.130446185098745,0.122781336278026,0.124832640634989,0.120931613166804,0.130390043156338,0.123045370282754,0.120678337903242
"97",0.127218421667321,0.130668467661055,0.122708526837261,0.124547656660227,0.120974807830442,0.129636326831621,0.123233663605713,0.121012128906361
"98",0.126589577231807,0.130409166548275,0.122961071266597,0.125223648187558,0.120923719078919,0.131027314337688,0.122953629877517,0.11991187347164
"99",0.125586344555343,0.129604598810368,0.123452786074486,0.1259217229947,0.121281695926067,0.132170430540269,0.123023573584954,0.118958847513813
"100",0.124754262141781,0.128924387261734,0.124086105927742,0.126728129342085,0.121782142747449,0.133528219501181,0.122551661140811,0.117645091937217
"101",0.12422564140612,0.128498327681518,0.124460427723549,0.127355102601651,0.122091357402262,0.134281969416289,0.12263922769757,0.116447946071042
"102",0.124161746699169,0.128504532246759,0.124637782791372,0.127513839419145,0.122263608938593,0.134334855442548,0.122782742353675,0.115800892108739
"103",0.123972623484046,0.128439360964103,0.124933779286882,0.127798803310255,0.122536743775844,0.134630073676285,0.122975327205401,0.114713288297184
"104",0.124973248761775,0.129258804255412,0.124437373702335,0.127030852800033,0.122156574617334,0.132663061866512,0.123321208398149,0.11615887559845
"105",0.12324076069826,0.127975194688837,0.12582133395206,0.128572124736232,0.123372106894204,0.135596178767625,0.122650085287987,0.112772214974794
"106",0.123876707606977,0.128626309292772,0.125464116898657,0.128021784008977,0.122890013596493,0.134825985546304,0.122959850188823,0.113335232860997
"107",0.124057751040941,0.12886018599176,0.125419346305232,0.128101732511762,0.122842800712604,0.134214342119874,0.123186348569975,0.113317492747853
"108",0.124393202082522,0.129230233729269,0.125288054658902,0.128098404491848,0.122682076630523,0.133523741065948,0.123193551251906,0.113590736089082
"109",0.125852431189613,0.130555072200335,0.124170035678019,0.127840726448514,0.121529454839547,0.131011080957653,0.124052858966261,0.114988339720057
"110",0.126685416515954,0.13133911280694,0.123609008599186,0.127595785638538,0.121024541855979,0.129491487578272,0.12451532985922,0.11573931714591
"111",0.12472941202313,0.129366550184533,0.124741598080954,0.128489399634691,0.122183674990946,0.131059739114823,0.124191545800972,0.115238080169951
"112",0.124903712291803,0.129480841509644,0.124585606408804,0.128467248448161,0.121894895987329,0.130804117697656,0.124441433510629,0.115422144145973
"113",0.124370527941366,0.128788255381658,0.12490256077318,0.128743099889679,0.12221937223908,0.131157809407002,0.124422069195372,0.115396305172664
"114",0.124768176799007,0.129195325189248,0.124735624115842,0.128553609977838,0.121914217591877,0.130809199335458,0.124371229998806,0.115652616991925
"115",0.12478033299221,0.129140411431335,0.124746350210834,0.128490618533581,0.121871681417501,0.130709075386517,0.124497090595904,0.115764439432117
"116",0.123601561498449,0.127437073904533,0.125328790935063,0.129259837344646,0.1226550697313,0.131455428799864,0.124571062186528,0.115691175599617
"117",0.123385445705115,0.126989067870974,0.125474284800903,0.129388472154495,0.122802093347102,0.131607336839346,0.124588167244918,0.115765132037148
"118",0.122782575453907,0.125969544499268,0.125895571208459,0.129430245677563,0.123491314673871,0.132103738704028,0.124616374522929,0.115710635259975
"119",0.122651625552754,0.12569462677011,0.125979720002986,0.129478790775398,0.123592533482615,0.132191503837009,0.124713250143282,0.115697949435844
"120",0.122245119139779,0.124998356820672,0.126267348043654,0.129445802897314,0.124188314063757,0.132546853179203,0.124844150613608,0.115464055242014
"121",0.122508423785583,0.125358463501284,0.126145129330541,0.129615008747094,0.123700863050343,0.132373004760056,0.124606513032553,0.115692593792546
"122",0.122766976849627,0.12566811718991,0.125954354531363,0.129820329979159,0.123246462093231,0.131927575033053,0.124611054868223,0.116005129455433
"123",0.122341033090764,0.125044767561608,0.12629546848576,0.129469165540088,0.123896688942211,0.13244735327443,0.124804043058241,0.1157014800469
"124",0.122538588679071,0.125338723647532,0.126109175159589,0.129651568589015,0.123286817076331,0.132250083831188,0.125055896249153,0.11576914676812
"125",0.12389615247688,0.126747913194618,0.12502753184704,0.129452618411501,0.121329445972733,0.129741255896462,0.126192882263993,0.117612199936774
"126",0.123511858735631,0.126354020707666,0.12520678055758,0.12970962658412,0.121511839181205,0.130123340951152,0.126261129287555,0.11732140399509
