"Country","filter","1step_10YRSA","2steps_10YRSA","3steps_10YRSA","4steps_10YRSA","avg1-4steps_10YRSA"
"FR","BN",1.02289900632778,1.01081360498472,1.00526901183572,1.00552158244734,1.02103451380716
"FR","UC",1.03306143743063,1.0622921367538,1.08785550291996,1.09931713546993,1.15853611525559
"FR","avgcomb",1.00918805232226,1.02465279029426,1.04294880691293,1.04639607996618,1.0784997901092
"FR","Bates-Granger",1.00129461929204,1.01956336727759,1.04010540983988,1.03939706657277,1.06296936546982
"JP","HP",1.02664415275282,1.08195583848268,1.05097486111486,1.05286696178313,1.11649915203156
"JP","HP3k",1.03373088594768,1.09324726052098,1.08197330920138,1.08343598500552,1.16999254749059
"JP","HP400k",1.04692163763682,1.10834398725122,1.18692822626963,1.18641314544504,1.2697708423757
"JP","Hamilton",1.03884439637639,1.03571097312949,1.02155074446171,0.9924263936196,1.05938415738445
"JP","Linear",1.04081833605028,1.09421286362896,1.14587073651562,1.11693878413654,1.2205889600949
"JP","Quad",1.05143489882952,1.13616875819545,1.17137165322539,1.19788818418149,1.32497735799922
"JP","BN",1.02513906006203,1.01905679391529,1.01724728891536,1.00127612697264,1.02187504243721
"JP","UC",1.03230628576551,1.06470018493355,1.09559105749981,1.06804651165411,1.15750442430111
"JP","avgcomb",1.00528793674918,1.04751203111038,1.06746536705602,1.0561282685972,1.09434817439906
