"Country","filter","1step_10YRSA","2steps_10YRSA","3steps_10YRSA","4steps_10YRSA","avg1-4steps_10YRSA"
"US","HP",0.987942646856474,0.962579863833671,0.982407257375666,1.00391414101523,0.97402637534987
"US","HP3k",0.974780875340402,0.960276530049831,0.989362017039591,1.01777633771723,0.974804764732474
"US","HP400k",1.00826598389529,1.06404691215381,1.12961872609886,1.193618284475,1.14050632980119
"US","Hamilton",0.991459552333254,1.05983855308033,1.0976683960881,1.13648240107706,1.12317764494264
"US","Linear",1.01381079967937,1.04263707386857,1.0673422207339,1.08627158890107,1.07898221283905
"US","Quad",0.980759058087494,1.0083834089466,1.0821956381492,1.16413911543975,1.0800566375194
"US","BN",0.967361900022353,0.947795720201099,0.966082131208276,0.984066712696452,0.949158275391379
"US","UC",1.0146828933731,1.01064655759621,1.00279974430544,0.997529084139167,1.00797652131291
"US","avgcomb",0.948647461451489,0.94365585608617,0.962879650899125,0.98320070855214,0.935452217595612
"US","Bates-Granger",0.93927234269588,0.937363054667334,0.956891079926358,0.978242687089497,0.922902368560602
"GB","HP",1.00660346312365,0.98285367414273,0.985945430412663,0.979920597353682,0.961807910901591
"GB","HP3k",0.999344809760792,0.979673902530678,0.982488184654333,0.982185182062394,0.953185285734682
"GB","HP400k",1.04134901742478,1.06353536793987,1.06278878331566,1.05078680006459,1.12527491727906
"GB","Hamilton",1.01207763598919,1.01792495213969,1.04063737913542,1.06670275615737,1.09304051269316
"GB","Linear",1.05084339455718,1.07345027416324,1.06965509292729,1.06152645177531,1.13937564857168
"GB","Quad",0.989739722647894,0.994568770639621,1.02425239300787,1.03559004236392,1.02530064904341
"GB","BN",0.992792916987706,0.982568419956462,0.992219121747654,0.994393181837246,0.978987200626608
"GB","UC",1.04811331199214,1.05531447460591,1.0580457625288,1.05208541656817,1.12312722310317
"GB","avgcomb",0.98680999616906,0.98303111275791,0.989710464349205,0.987110271657697,0.968741842593303
"GB","Bates-Granger",0.973909203096077,0.976805070160689,0.985701494646461,0.983295658014754,0.950357201808428
"CA","HP",1.02931894741496,1.05426158597527,1.05537933266198,1.05425196146474,1.11991696286054
"CA","HP3k",1.03303375913145,1.05837811777393,1.05747939240208,1.05310288372951,1.12499879568758
"CA","HP400k",1.05082115060376,1.10395392811295,1.12940784745935,1.13471133005686,1.25567915203524
"CA","Hamilton",1.06491352447384,1.14068074285149,1.10186247713199,1.06786218148076,1.24252901182162
"CA","Linear",1.04795123649042,1.09370919828213,1.10968680501293,1.10195498247688,1.21605747746229
"CA","Quad",1.05629996162507,1.11627019125987,1.12464224901259,1.12938926858772,1.26370049653032
"CA","BN",1.01735230864522,1.02149987932063,1.02119171166599,1.01440997900963,1.04178323003715
"CA","UC",1.05027931490295,1.05778402560571,1.04420372347338,1.02489702826887,1.11597184172317
"CA","avgcomb",1.02635002019097,1.06219737341547,1.06082039068856,1.05234403791348,1.12791073325431
"CA","Bates-Granger",1.01698246257681,1.0532329368105,1.05453527470704,1.04545576026761,1.10787093328938
"AU","HP",0.990063619241975,0.969547067755061,0.967939359866231,1.01308501262379,0.970637874487418
"AU","HP3k",0.977704321749807,0.976966306854129,0.98496303695858,1.03973517505502,0.980734013508268
"AU","HP400k",1.01462245045457,1.04782059651786,1.08221435443857,1.1304835000521,1.10510074915247
"AU","Hamilton",1.01794524435724,1.07047805608256,1.12330421117229,1.19971179366529,1.16912226375976
"AU","Linear",1.02297009378225,1.04703543879409,1.0637300506849,1.08549229596705,1.08879970955378
"AU","Quad",1.006213567408,1.04774841520364,1.07742871273823,1.16444579400054,1.08940595715139
"AU","BN",1.00338999596573,0.982221331469238,0.985618663861266,0.99804670535604,0.982846332281056
"AU","UC",1.03321201557874,1.02634249775437,1.02958452909411,1.02815449335542,1.04610838603877
"AU","avgcomb",0.952503549984263,0.96200317850235,0.968321113078544,1.00253348698702,0.94553646277236
"AU","Bates-Granger",0.932031225967305,0.956649385494058,0.966540956972617,0.998990164563813,0.928027519019695
"DE","HP",1.00967369599673,1.02847613535094,1.06567340664726,1.05944395657839,1.06994120535237
"DE","HP3k",1.00818476258407,1.03296226845975,1.07082003458845,1.06033450008788,1.07478004036351
"DE","HP400k",1.01276835666243,1.03485079887178,1.05773073172931,1.06276347088183,1.06886582541022
"DE","Hamilton",0.994671975093092,0.99411703413562,1.01037874177368,0.98711399684477,0.988209875314992
"DE","Linear",1.02220456810002,1.04162424112291,1.06247608243955,1.06610156425531,1.08486989190605
"DE","Quad",1.00198462052944,1.03192810992538,1.07323973869822,1.07686998469006,1.07330557520345
"DE","BN",1.01810735886843,1.01802492799431,1.05166098448761,1.03940297926582,1.054628771773
"DE","UC",1.04514433541595,1.06147756966754,1.08244237452906,1.09184499212001,1.13401085180463
"DE","avgcomb",0.978367683793258,0.996173249150117,1.02344676178164,1.01518937125133,1.00344804217395
"DE","Bates-Granger",0.969817003623262,0.993815949614129,1.02041287024854,1.01135540774253,0.992228007641911
"FR","HP",1.00409900002929,1.0027639908637,1.03712393957994,1.0499378663475,1.05582754180686
"FR","HP3k",1.00434223041899,1.00685138012318,1.04072756083096,1.05813856596482,1.06555512526907
"FR","HP400k",1.04420174561032,1.08626741496038,1.09592062344467,1.09051864684165,1.18660426572952
"FR","Hamilton",1.04710181638921,1.0833165766235,1.11772279076357,1.10737809693615,1.20758037444648
"FR","Linear",1.04617446058064,1.09493474259787,1.10561405989566,1.09887008247771,1.20688096831093
"FR","Quad",1.0240379544487,1.04317851977372,1.07481989617901,1.10019315260789,1.13350077265057
