"Country","filter","1step","2steps","3steps","4steps","avg1-4steps"
"US","HP",1.00224191207829,0.988843438569229,1.02230838825567,1.06090889206761,1.02791518652429
"US","HP3k",1.0028252443108,0.963892501971091,0.952439965192011,0.960035457597141,0.948365320624405
"US","HP400k",1.00294014894814,1.00516848785134,1.00351491762583,1.00502765461385,1.00922876884949
"US","Hamilton",0.989822827251171,1.00862684496949,1.03363242673409,1.02972852285714,1.02306015608706
"US","Linear",1.018938748853,1.0337357052404,1.03776032147273,1.03705697034912,1.05551711314423
"US","Quad",0.99435741040202,0.985984840136859,1.0006151240173,0.999543459860523,0.992846965729504
"US","BN",0.979784729920709,0.938572439121991,0.932829045662481,0.96329764650533,0.922117667369222
"US","UC",1.00581122537392,1.00602138368663,1.00651549341827,1.00542971642336,1.01097671847609
"US","avgcomb",0.963167293636849,0.932303526539199,0.922499659248458,0.929311302749662,0.897334766444406
"US","Bates-Granger",0.9602615017079,0.928201997685921,0.917796773005487,0.925443770050115,0.893261884016275
"GB","HP",1.00428855834,0.981388941550055,0.980737087947673,0.987841289183483,0.976713704502023
"GB","HP3k",0.989970853216544,0.969072934379166,0.972497314561105,0.984669899534898,0.953963767192879
"GB","HP400k",0.991446894017144,0.995788467195563,1.01617229962239,1.03377163106601,1.02707492324644
"GB","Hamilton",0.986600910951499,0.978159997132819,0.999305051026005,1.01536438860839,0.98926143130547
"GB","Linear",1.00052199964366,1.00901455587703,1.02979929699787,1.04272064680593,1.05369420659194
"GB","Quad",0.97859003522904,0.960803346706996,0.967447988110399,0.981642574817003,0.932681210770435
"GB","BN",0.988202444830889,0.978866831003578,0.986096681121161,0.987473971510503,0.963811786165626
"GB","UC",1.01186494297392,1.01896195620501,1.03104587142173,1.03627018536203,1.06199781883198
"GB","avgcomb",0.971372876645699,0.960659445615463,0.969353132360241,0.980048363316085,0.930254467463488
"GB","Bates-Granger",0.968438024632238,0.957479760457516,0.963727191390707,0.973370038289987,0.919583390696956
"CA","HP",1.0243434190622,1.03234724745365,1.04715633166353,1.05914739804612,1.08335496372491
"CA","HP3k",1.02412144463056,1.03261446702174,1.0457510209633,1.05978496356075,1.08155006442866
"CA","HP400k",1.01551041173773,1.03754161884883,1.06119108718537,1.08977972567029,1.10942535674352
"CA","Hamilton",1.02169986265313,1.04955237557778,1.0619011291161,1.06653215214633,1.11076489253695
"CA","Linear",1.01526652916424,1.03647178511482,1.05986633131955,1.08879189839698,1.10868909188217
"CA","Quad",1.0402541610086,1.05445369353023,1.07427889608329,1.0910174501606,1.13807122694865
"CA","BN",1.00766414669017,1.00454346725883,1.01939194870144,1.01850421680338,1.02749840000706
"CA","UC",1.01121102999007,1.00558385672789,0.992288959636189,0.986790370083133,0.99578501595183
"CA","avgcomb",1.00453902056129,1.01308858924901,1.02418052799146,1.03479225432629,1.04051030361064
"CA","Bates-Granger",1.00059751704351,1.00920207833221,1.01824382811751,1.02565838698984,1.03213850061943
"AU","HP",0.952316756914166,0.915097798717979,0.92583942453914,0.927060521025747,0.870410041888778
"AU","HP3k",0.940173847124428,0.905299402467785,0.923657816073243,0.928915573642811,0.858899215162818
"AU","HP400k",1.01825937290644,1.00979470262542,1.02010936515945,1.02867118713205,1.03414450501359
"AU","Hamilton",1.02077646839473,1.03329258884265,1.07300812867199,1.10303764721021,1.10207752977186
"AU","Linear",1.02843772421211,1.02414461632158,1.03273899184007,1.03746000993188,1.05449594319718
"AU","Quad",1.05611329032373,1.02289400963278,1.02223783405397,1.0084601234942,1.0394485432596
"AU","BN",0.985108267005408,0.956331052493322,0.96827093210431,0.974778764751187,0.93898962995281
"AU","UC",1.02600168146344,1.03038514727418,1.0281247705972,1.02849190597985,1.04554292985617
"AU","avgcomb",0.943609402325781,0.92750924626503,0.93911600405052,0.944747529842267,0.889968449658351
"AU","Bates-Granger",0.924002900739465,0.907069921121587,0.921935605361106,0.927330248422798,0.860324326464728
"DE","HP",1.01757043625079,1.0089757236351,1.01105401260928,1.02484679273628,1.03764095542819
"DE","HP3k",1.01747869813121,1.00639054130091,1.00872188521681,1.02495768717702,1.03624600385118
"DE","HP400k",1.01482894149971,0.99199847510502,1.00716898212085,1.03101058106004,1.03384854714802
"DE","Hamilton",1.00766306372353,0.978408876234062,0.991754285261287,0.992336237715672,0.980892596126188
"DE","Linear",1.03505851414217,1.02229550268569,1.03922757892598,1.05528088072713,1.09178688563667
"DE","Quad",0.987971664941406,0.975206555926837,0.976998391514454,1.00548773715832,0.968898656777876
"DE","BN",1.04574131904882,0.991667698382501,0.999834103750259,1.02624201072485,1.00373017843558
"DE","UC",1.04028883606605,1.02723622463502,1.03048989960306,1.03202303954779,1.07441434362918
"DE","avgcomb",0.995571000551292,0.975976935891603,0.9824370982881,0.998004008716,0.977077297391565
"DE","Bates-Granger",0.990871768194323,0.968661559156258,0.975890373801996,0.989733013899873,0.956537806202794
"FR","HP",0.995929820852832,0.979187273374596,0.993469685606321,1.02159085687136,0.982030819108154
"FR","HP3k",0.99659780416598,0.983221258855191,1.00201214975902,1.03318620243802,0.994335678233307
"FR","HP400k",1.01366831914669,1.01970350513709,1.05523018879103,1.0921975613987,1.0855666432819
"FR","Hamilton",1.0054683352977,1.00641969990504,1.01937587603667,1.02153284631716,1.02549069066982
"FR","Linear",1.00830803293507,1.0141733679477,1.05106333661591,1.09309101928161,1.07821255927213
"FR","Quad",1.01158563919376,1.00734963084224,1.02366299343674,1.04245560513298,1.03704464550524
"FR","BN",0.999594607476047,0.986032827750839,0.992288008421806,1.01030984733961,0.985431737122947
